"id","y","fold","va_intact","va_moderate","va_severe"
795,2,3,0.0162198451726322,0.214280523381563,0.769499631445805
806,2,0,0.00972416608350828,0.044181537205505,0.946094296710987
808,2,2,0.0187834271841084,0.393555104523252,0.587661468292639
809,2,1,0.0202196704942586,0.222416375436845,0.757363954068897
811,2,2,0.0202290715190933,0.167451758685828,0.812319169795079
816,0,3,0.201822399632176,0.202762858157955,0.595414742209869
820,2,2,0.0178356804024839,0.408974512152985,0.573189807444531
825,2,3,0.0137817503352439,0.114892711940655,0.871325537724101
826,2,0,0.0473266665862475,0.337365204589176,0.615308128824577
829,1,1,0.0281554438694964,0.406803752895761,0.565040803234742
835,2,2,0.0179692758611876,0.106554653352305,0.875476070786507
840,1,2,0.0186863601341704,0.428480710986672,0.552832928879158
842,2,1,0.0199903912434984,0.442086353476908,0.537923255279594
